,number,state,value,datetime_start,datetime_complete,params,params,system_attrs
,,,,,,learning_rate,weight_decay,_number
164,164,TrialState.COMPLETE,0.39940978586673737,2019-07-17 22:06:41.852549,2019-07-17 22:08:02.919724,0.0009895777033226143,7.856705795858458e-05,164
165,165,TrialState.COMPLETE,0.35872726142406464,2019-07-17 22:08:02.934382,2019-07-17 22:09:24.069452,0.0004284901311364309,1.2853700629777164e-05,165
166,166,TrialState.COMPLETE,0.397327184677124,2019-07-17 22:09:24.084695,2019-07-17 22:10:44.683136,0.000317046713818752,2.2308212392864307e-05,166
167,167,TrialState.COMPLETE,0.4236540347337723,2019-07-17 22:10:44.697962,2019-07-17 22:12:05.796638,0.0007913660868749306,4.885591393104143e-05,167
168,168,TrialState.COMPLETE,0.4356663376092911,2019-07-17 22:12:05.811231,2019-07-17 22:13:26.821042,2.4825242987251726e-05,4.716998947933971e-06,168
169,169,TrialState.COMPLETE,0.42475591599941254,2019-07-17 22:13:26.835767,2019-07-17 22:14:47.896623,4.93629514395596e-05,1.7137964678266243e-06,169
170,170,TrialState.COMPLETE,0.4809453785419464,2019-07-17 22:14:47.911399,2019-07-17 22:16:09.750162,0.0005417884316426889,6.411794489575793e-07,170
171,171,TrialState.COMPLETE,0.4758336991071701,2019-07-17 22:16:09.764979,2019-07-17 22:17:30.887131,3.61543063145781e-06,7.699584572420854e-06,171
172,172,TrialState.COMPLETE,0.430323526263237,2019-07-17 22:17:30.902082,2019-07-17 22:18:52.323584,5.405888801847187e-05,3.751245999914437e-05,172
173,173,TrialState.COMPLETE,0.4346219152212143,2019-07-17 22:18:52.338768,2019-07-17 22:20:13.471920,4.100471781499624e-05,8.975205391374046e-07,173
174,174,TrialState.COMPLETE,0.453766331076622,2019-07-17 22:20:13.486973,2019-07-17 22:21:34.775665,1.3783618493227459e-05,0.000218567429554813,174
175,175,TrialState.COMPLETE,0.4554580748081207,2019-07-17 22:21:34.790970,2019-07-17 22:22:55.480195,0.00011412952431435585,3.840001042736634e-07,175
176,176,TrialState.COMPLETE,0.46618808805942535,2019-07-17 22:22:55.495911,2019-07-17 22:24:16.703927,0.000653134100500539,3.4263875741741766e-06,176
177,177,TrialState.COMPLETE,0.40858258306980133,2019-07-17 22:24:16.719373,2019-07-17 22:25:37.777290,0.0002047571579186384,1.3676014616699695e-06,177
178,178,TrialState.COMPLETE,0.4706792086362839,2019-07-17 22:25:37.792806,2019-07-17 22:26:58.545135,0.00029736184368211647,1.099885052006748e-05,178
179,179,TrialState.COMPLETE,0.47174130380153656,2019-07-17 22:26:58.560728,2019-07-17 22:28:19.589853,3.1830447793637476e-05,1.5233582637287811e-05,179
180,180,TrialState.COMPLETE,0.4754939675331116,2019-07-17 22:28:19.605540,2019-07-17 22:29:40.555556,1.5686424471751017e-05,2.5975961592780043e-06,180
181,181,TrialState.COMPLETE,0.49922315776348114,2019-07-17 22:29:40.571190,2019-07-17 22:31:01.468888,9.384918714520116e-06,6.523782480426538e-06,181
182,182,TrialState.COMPLETE,0.483495831489563,2019-07-17 22:31:01.484638,2019-07-17 22:32:22.849602,2.1658283363719115e-05,1.3630942838332063e-07,182
183,183,TrialState.COMPLETE,0.41006143391132355,2019-07-17 22:32:22.865703,2019-07-17 22:33:44.216655,0.00023791820061454656,6.0857590229025706e-05,183
184,184,TrialState.COMPLETE,0.4061940163373947,2019-07-17 22:33:44.232737,2019-07-17 22:35:05.191552,9.61774683352525e-05,9.95209016223415e-05,184
185,185,TrialState.COMPLETE,0.4398789554834366,2019-07-17 22:35:05.207907,2019-07-17 22:36:26.725324,0.0001445189692963019,2.6432156009520065e-07,185
186,186,TrialState.COMPLETE,0.3782180994749069,2019-07-17 22:36:26.741762,2019-07-17 22:37:48.505211,0.0003754461608920269,8.965498532923476e-06,186
187,187,TrialState.COMPLETE,0.45715969800949097,2019-07-17 22:37:48.521504,2019-07-17 22:39:09.787747,2.7971721161448704e-05,2.1122634961277307e-06,187
188,188,TrialState.COMPLETE,0.4093589782714844,2019-07-17 22:39:09.804022,2019-07-17 22:40:30.938648,1.1186801035238258e-05,5.218999141925192e-07,188
189,189,TrialState.COMPLETE,0.42247238755226135,2019-07-17 22:40:30.955387,2019-07-17 22:41:51.952478,1.7810084219337014e-05,2.5397411221427367e-05,189
190,190,TrialState.COMPLETE,0.45936693251132965,2019-07-17 22:41:51.969010,2019-07-17 22:43:13.157807,7.761362777327e-06,1.9095595446470033e-05,190
191,191,TrialState.COMPLETE,0.41290490329265594,2019-07-17 22:43:13.174491,2019-07-17 22:44:34.246220,0.0004662571692811445,5.357286274149949e-06,191
192,192,TrialState.COMPLETE,0.47443056106567383,2019-07-17 22:44:34.263006,2019-07-17 22:45:55.419578,6.35604283228846e-05,3.0508402340718935e-05,192
193,193,TrialState.COMPLETE,0.4288465529680252,2019-07-17 22:45:55.436398,2019-07-17 22:47:16.937606,0.00017065539229651488,3.4566177368615774e-07,193
194,194,TrialState.COMPLETE,0.3784883916378021,2019-07-17 22:47:16.954461,2019-07-17 22:48:38.130629,0.00028413797463490165,0.0004051546201464426,194
195,195,TrialState.COMPLETE,0.39557935297489166,2019-07-17 22:48:38.147922,2019-07-17 22:49:59.514778,0.00012054372576828925,1.9587209457600487e-07,195
196,196,TrialState.COMPLETE,0.3747198283672333,2019-07-17 22:49:59.531941,2019-07-17 22:51:20.641710,0.0006104554339644771,3.619657175199822e-06,196
197,197,TrialState.COMPLETE,0.3759702146053314,2019-07-17 22:51:20.658778,2019-07-17 22:52:42.712508,8.469950068268591e-05,1.1280677607380702e-06,197
198,198,TrialState.COMPLETE,0.4159867763519287,2019-07-17 22:52:42.729872,2019-07-17 22:54:03.276960,3.350528562144316e-05,0.00016691536030166192,198
199,199,TrialState.COMPLETE,0.4261896312236786,2019-07-17 22:54:03.294175,2019-07-17 22:55:24.788640,4.731985594874514e-06,0.00011916596309968953,199
200,200,TrialState.COMPLETE,0.45292070508003235,2019-07-17 22:55:24.806234,2019-07-17 22:56:46.141066,0.0008278050342356211,0.0006526839503396565,200
201,201,TrialState.COMPLETE,0.38684776425361633,2019-07-17 22:56:46.158467,2019-07-17 22:58:07.362062,0.00034383679119264914,1.5033659634395957e-06,201
202,202,TrialState.COMPLETE,0.38753293454647064,2019-07-17 22:58:07.379787,2019-07-17 22:59:28.495588,7.661211790932649e-05,7.0971192971196e-05,202
203,203,TrialState.COMPLETE,0.377017080783844,2019-07-17 22:59:28.513041,2019-07-17 23:00:49.829674,0.0001869682100033808,1.2382169168684689e-05,203
204,204,TrialState.COMPLETE,0.4170764684677124,2019-07-17 23:00:49.847474,2019-07-17 23:02:10.598172,4.50058745491548e-05,1.0084127306100758e-07,204
205,205,TrialState.COMPLETE,0.3627776801586151,2019-07-17 23:02:10.615852,2019-07-17 23:03:31.464353,5.938061921244697e-05,4.754002587731535e-06,205
206,206,TrialState.COMPLETE,0.4102918207645416,2019-07-17 23:03:31.482020,2019-07-17 23:04:52.966065,3.72506775221648e-05,4.3151081987859035e-05,206
207,207,TrialState.COMPLETE,0.3860953152179718,2019-07-17 23:04:52.983975,2019-07-17 23:06:13.844787,2.3234006265136953e-05,6.677816879349262e-07,207
208,208,TrialState.COMPLETE,0.39129531383514404,2019-07-17 23:06:13.862705,2019-07-17 23:07:34.678386,0.00013858739787003436,7.202278072426247e-06,208
209,209,TrialState.COMPLETE,0.43478837609291077,2019-07-17 23:07:34.696559,2019-07-17 23:08:55.750489,0.00010367842492264909,2.7969013004912917e-06,209
210,210,TrialState.COMPLETE,0.47806987166404724,2019-07-17 23:08:55.768831,2019-07-17 23:10:16.586734,0.00022445878077239945,1.770686276717435e-06,210
211,211,TrialState.COMPLETE,0.5402927398681641,2019-07-17 23:10:16.605031,2019-07-17 23:11:37.890051,5.881766864066157e-06,0.0002552307960967308,211
212,212,TrialState.COMPLETE,0.4406236708164215,2019-07-17 23:11:37.908643,2019-07-17 23:12:59.190591,0.00042385948283058715,4.569111060859231e-07,212
213,213,TrialState.COMPLETE,0.40687282383441925,2019-07-17 23:12:59.209061,2019-07-17 23:14:20.377311,7.225148998017134e-05,1.6376750848541803e-05,213
214,214,TrialState.COMPLETE,0.3911852687597275,2019-07-17 23:14:20.396137,2019-07-17 23:15:41.099756,1.4847282977088429e-05,3.5724085093587855e-05,214
215,215,TrialState.COMPLETE,0.3955231308937073,2019-07-17 23:15:41.118458,2019-07-17 23:17:02.274409,0.00026524092309206966,8.199215692527613e-07,215
216,216,TrialState.COMPLETE,0.39073723554611206,2019-07-17 23:17:02.293243,2019-07-17 23:18:22.940275,0.0001546671538459229,2.0566533041843133e-05,216
217,217,TrialState.COMPLETE,0.48858028650283813,2019-07-17 23:18:22.959153,2019-07-17 23:19:43.899067,1.9325001127045772e-05,4.074779686127149e-06,217
218,218,TrialState.COMPLETE,0.47557204961776733,2019-07-17 23:19:43.918220,2019-07-17 23:21:05.286372,0.0009576485354221461,9.543931916982336e-06,218
219,219,TrialState.COMPLETE,0.60930135846138,2019-07-17 23:21:05.305375,2019-07-17 23:22:25.962743,1.6109603449582169e-06,5.263231706284581e-05,219
220,220,TrialState.COMPLETE,0.3956860452890396,2019-07-17 23:22:25.981780,2019-07-17 23:23:46.768450,0.0005426781668257333,1.2527995613997238e-06,220
221,221,TrialState.COMPLETE,0.4442707449197769,2019-07-17 23:23:46.787608,2019-07-17 23:25:08.128105,5.2485205968786273e-05,0.00013593560415186008,221
222,222,TrialState.COMPLETE,0.4637681543827057,2019-07-17 23:25:08.147523,2019-07-17 23:26:29.154099,0.000127270304250558,2.2926394467147493e-06,222
223,223,TrialState.COMPLETE,0.44236211478710175,2019-07-17 23:26:29.173362,2019-07-17 23:27:50.060091,2.725020168024297e-05,2.3982104910415355e-05,223
224,224,TrialState.COMPLETE,0.45347270369529724,2019-07-17 23:27:50.079505,2019-07-17 23:29:10.899037,3.9857699676381714e-05,1.0620424791950401e-05,224
225,225,TrialState.COMPLETE,0.5305792987346649,2019-07-17 23:29:10.918372,2019-07-17 23:30:31.456411,2.4209999326932807e-06,5.445730267348554e-06,225
226,226,TrialState.COMPLETE,0.43418410420417786,2019-07-17 23:30:31.475899,2019-07-17 23:31:52.719885,1.0349036526152801e-05,0.00032916317429431774,226
227,227,TrialState.COMPLETE,0.47668713331222534,2019-07-17 23:31:52.739435,2019-07-17 23:33:13.858612,1.3077351488707606e-05,9.96245441861649e-07,227
228,228,TrialState.COMPLETE,0.40284231305122375,2019-07-17 23:33:13.878553,2019-07-17 23:34:35.332882,0.0007186144698834363,1.3659203045194706e-05,228
229,229,TrialState.COMPLETE,0.42427921295166016,2019-07-17 23:34:35.353048,2019-07-17 23:35:56.399637,0.00019242679854606525,8.159700718433162e-05,229
230,230,TrialState.COMPLETE,0.411148801445961,2019-07-17 23:35:56.427543,2019-07-17 23:37:17.317271,8.901518133928151e-05,2.9663080401519046e-06,230
231,231,TrialState.COMPLETE,0.42242322862148285,2019-07-17 23:37:17.337378,2019-07-17 23:38:38.116507,0.00039366249259354763,0.0004648541444801521,231
232,232,TrialState.COMPLETE,0.5022578537464142,2019-07-17 23:38:38.136865,2019-07-17 23:39:59.477478,1.704877523158009e-05,2.186357508727734e-07,232
233,233,TrialState.COMPLETE,0.4702034443616867,2019-07-17 23:39:59.497800,2019-07-17 23:41:20.721469,0.00010697897570236529,8.051249124909971e-06,233
234,234,TrialState.COMPLETE,0.4101001024246216,2019-07-17 23:41:20.741676,2019-07-17 23:42:41.407668,6.581596482891994e-05,2.9464318347731254e-05,234
235,235,TrialState.COMPLETE,0.4398818612098694,2019-07-17 23:42:41.428275,2019-07-17 23:44:02.279278,7.25077753706057e-06,9.808061295204826e-05,235
236,236,TrialState.COMPLETE,0.5184413492679596,2019-07-17 23:44:02.299787,2019-07-17 23:45:22.985622,3.758217774373512e-06,2.7418030691688006e-07,236
237,237,TrialState.COMPLETE,0.44946029782295227,2019-07-17 23:45:23.006186,2019-07-17 23:46:44.166895,0.00033300887213066086,0.00019902509657394762,237
238,238,TrialState.COMPLETE,0.4662420451641083,2019-07-17 23:46:44.187388,2019-07-17 23:48:04.550379,3.022317876989774e-05,0.0009728178391359768,238
239,239,TrialState.COMPLETE,0.4551251381635666,2019-07-17 23:48:04.571370,2019-07-17 23:49:25.345244,4.810639691414201e-05,6.491162701649853e-06,239
240,240,TrialState.COMPLETE,0.48752813041210175,2019-07-17 23:49:25.366142,2019-07-17 23:50:46.854889,0.000470340937632938,5.8694583998031063e-05,240
241,241,TrialState.COMPLETE,0.4087587893009186,2019-07-17 23:50:46.875507,2019-07-17 23:52:07.271891,0.0002512232892326857,3.5374845063568956e-06,241
242,242,TrialState.COMPLETE,0.4901402145624161,2019-07-17 23:52:07.293147,2019-07-17 23:53:28.992117,0.00021030957148668856,1.5847601846811428e-07,242
243,243,TrialState.COMPLETE,0.4169430583715439,2019-07-17 23:53:29.013142,2019-07-17 23:54:49.879664,2.250494432921484e-05,2.1644690184119196e-06,243
244,244,TrialState.COMPLETE,0.42554983496665955,2019-07-17 23:54:49.901045,2019-07-17 23:56:11.093352,9.408212323822054e-05,3.6816894971926885e-05,244
245,245,TrialState.COMPLETE,0.5829029679298401,2019-07-17 23:56:11.114451,2019-07-17 23:57:31.897233,2.8166240511357565e-06,5.78826173306394e-07,245
246,246,TrialState.COMPLETE,0.5106099247932434,2019-07-17 23:57:31.918677,2019-07-17 23:58:52.767262,0.0006369103653339011,1.3651752688115193e-06,246
247,247,TrialState.COMPLETE,0.4800202548503876,2019-07-17 23:58:52.789146,2019-07-18 00:00:13.354808,0.000988975994067298,1.427409311387302e-05,247
248,248,TrialState.COMPLETE,0.3972570449113846,2019-07-18 00:00:13.376293,2019-07-18 00:01:34.444085,0.0001717782417390621,1.7219715756412928e-06,248
249,249,TrialState.COMPLETE,0.4321093410253525,2019-07-18 00:01:34.465867,2019-07-18 00:02:55.532273,5.7193756204334224e-05,1.828379382871851e-05,249
250,250,TrialState.COMPLETE,0.42487339675426483,2019-07-18 00:02:55.554159,2019-07-18 00:04:16.670877,8.406965693623781e-06,3.6664497592143415e-07,250
251,251,TrialState.COMPLETE,0.4494895786046982,2019-07-18 00:04:16.693331,2019-07-18 00:05:37.870324,3.5935383780560426e-05,7.298508830341145e-07,251
252,252,TrialState.COMPLETE,0.39350758492946625,2019-07-18 00:05:37.892387,2019-07-18 00:06:58.252833,0.00028554144962880527,4.652742927861887e-06,252
253,253,TrialState.COMPLETE,0.43626393377780914,2019-07-18 00:06:58.275005,2019-07-18 00:08:18.975335,4.244451371700337e-05,2.2875282730767313e-05,253
254,254,TrialState.COMPLETE,0.447385236620903,2019-07-18 00:08:18.997346,2019-07-18 00:09:39.861235,2.5938921297667087e-05,1.1716884872710266e-05,254
255,255,TrialState.COMPLETE,0.4259951412677765,2019-07-18 00:09:39.883160,2019-07-18 00:11:00.537891,1.2061249157745038e-05,2.5307777740047074e-06,255
256,256,TrialState.COMPLETE,0.4150152802467346,2019-07-18 00:11:00.560091,2019-07-18 00:12:21.593318,0.000153632941754151,6.988851543917576e-05,256
257,257,TrialState.COMPLETE,0.36232635378837585,2019-07-18 00:12:21.616076,2019-07-18 00:13:42.857487,0.0004298838057589762,8.943493640655061e-06,257
258,258,TrialState.COMPLETE,0.45684535801410675,2019-07-18 00:13:42.879885,2019-07-18 00:15:04.051391,0.000533983998596921,4.967505371342336e-05,258
259,259,TrialState.COMPLETE,0.4348069578409195,2019-07-18 00:15:04.073858,2019-07-18 00:16:24.985177,0.0003652313707477863,6.2658944047666555e-06,259
260,260,TrialState.COMPLETE,0.3965802937746048,2019-07-18 00:16:25.007575,2019-07-18 00:17:45.953550,0.0003101837984217444,2.8255597806568397e-05,260
261,261,TrialState.COMPLETE,0.44448868930339813,2019-07-18 00:17:45.976279,2019-07-18 00:19:06.851565,0.0008105057602008195,4.182421729572196e-05,261
262,262,TrialState.COMPLETE,0.3763572871685028,2019-07-18 00:19:06.874217,2019-07-18 00:20:28.160652,0.0005954719705839643,4.296860371296879e-06,262
263,263,TrialState.COMPLETE,0.3874373584985733,2019-07-18 00:20:28.183350,2019-07-18 00:21:49.117321,0.00023615601263137176,1.475947602821318e-05,263
264,264,TrialState.COMPLETE,0.4025745689868927,2019-07-18 00:21:49.140229,2019-07-18 00:23:09.890981,0.0007416512964723502,7.913899152898564e-06,264
265,265,TrialState.COMPLETE,0.4632098376750946,2019-07-18 00:23:09.913913,2019-07-18 00:24:30.520658,0.0005144342755592506,1.0514979021265834e-05,265
266,266,TrialState.COMPLETE,0.4564336985349655,2019-07-18 00:24:30.544467,2019-07-18 00:25:51.565200,0.0004021796516359288,1.894102761707117e-05,266
267,267,TrialState.COMPLETE,0.428655743598938,2019-07-18 00:25:51.588819,2019-07-18 00:27:12.261213,0.0008798510310830496,3.094808634523379e-06,267
268,268,TrialState.COMPLETE,0.43364401161670685,2019-07-18 00:27:12.284621,2019-07-18 00:28:32.992620,0.00046570711624597123,3.3960534310973667e-05,268
269,269,TrialState.COMPLETE,0.41391947865486145,2019-07-18 00:28:33.016011,2019-07-18 00:29:53.785108,0.00011316682161849361,5.5136057002190384e-06,269
270,270,TrialState.COMPLETE,0.3465496301651001,2019-07-18 00:29:53.808685,2019-07-18 00:31:14.833583,0.00027528901752823647,1.2372805743828162e-05,270
271,271,TrialState.COMPLETE,0.44540318846702576,2019-07-18 00:31:14.857040,2019-07-18 00:32:36.119996,0.00021510470928626447,7.1246847247409935e-06,271
272,272,TrialState.COMPLETE,0.38553908467292786,2019-07-18 00:32:36.143714,2019-07-18 00:33:57.001170,0.00017764222814553707,3.7035376168514573e-06,272
273,273,TrialState.COMPLETE,0.4026056081056595,2019-07-18 00:33:57.024855,2019-07-18 00:35:17.918752,0.00012734198460475515,9.73769521461257e-07,273
274,274,TrialState.COMPLETE,0.4413592219352722,2019-07-18 00:35:17.942569,2019-07-18 00:36:38.913058,7.585583815515671e-05,2.6110493596968866e-05,274
275,275,TrialState.COMPLETE,0.3963199555873871,2019-07-18 00:36:38.937024,2019-07-18 00:37:59.982126,0.0002884542006392618,0.00011027820543016443,275
276,276,TrialState.COMPLETE,0.44846516847610474,2019-07-18 00:38:00.006621,2019-07-18 00:39:21.204110,0.00032745188217526516,1.1785624359791466e-05,276
277,277,TrialState.COMPLETE,0.4037105292081833,2019-07-18 00:39:21.237978,2019-07-18 00:40:42.113135,0.0001398014547208115,1.775637208698726e-06,277
278,278,TrialState.COMPLETE,0.44539448618888855,2019-07-18 00:40:42.137604,2019-07-18 00:42:02.961943,0.0002595406332222954,1.6644403514540234e-05,278
279,279,TrialState.COMPLETE,0.37685732543468475,2019-07-18 00:42:02.986443,2019-07-18 00:43:24.155555,8.144782230995827e-05,4.430063014552132e-07,279
280,280,TrialState.COMPLETE,0.43263787031173706,2019-07-18 00:43:24.179975,2019-07-18 00:44:45.512935,6.792417040905873e-05,2.0597624210858838e-06,280
281,281,TrialState.COMPLETE,0.42517757415771484,2019-07-18 00:44:45.537414,2019-07-18 00:46:06.493742,0.0006413921950466083,2.2650397582396e-05,281
282,282,TrialState.COMPLETE,0.35885557532310486,2019-07-18 00:46:06.518133,2019-07-18 00:47:27.310254,0.00016105624682660635,1.1409227238338285e-06,282
283,283,TrialState.COMPLETE,0.4404395520687103,2019-07-18 00:47:27.334686,2019-07-18 00:48:48.257923,0.0001913109711077054,8.648155218924126e-05,283
284,284,TrialState.COMPLETE,0.46228499710559845,2019-07-18 00:48:48.282353,2019-07-18 00:50:09.523907,5.4704966855766574e-05,0.00014543785369767402,284
285,285,TrialState.COMPLETE,0.40290597081184387,2019-07-18 00:50:09.548787,2019-07-18 00:51:30.606992,0.0003512044639618846,5.0805893080404025e-06,285
286,286,TrialState.COMPLETE,0.3693738281726837,2019-07-18 00:51:30.631796,2019-07-18 00:52:51.635414,0.00010270388946818215,1.4325813694079043e-06,286
287,287,TrialState.COMPLETE,0.4058676213026047,2019-07-18 00:52:51.660508,2019-07-18 00:54:12.693566,0.00023214910937742453,2.572533714481352e-06,287
288,288,TrialState.COMPLETE,0.432555228471756,2019-07-18 00:54:12.719833,2019-07-18 00:55:33.869733,1.7369093790330177e-05,5.8370399543853946e-05,288
289,289,TrialState.COMPLETE,0.4598963111639023,2019-07-18 00:55:33.894805,2019-07-18 00:56:54.912044,2.0815178749685924e-05,8.532715753191378e-06,289
290,290,TrialState.COMPLETE,0.4541073441505432,2019-07-18 00:56:54.937012,2019-07-18 00:58:15.694821,3.338322592428019e-05,3.970860818646649e-06,290
291,291,TrialState.COMPLETE,0.43701542913913727,2019-07-18 00:58:15.720138,2019-07-18 00:59:36.754609,0.00012325767617369973,4.632342343434925e-05,291
292,292,TrialState.COMPLETE,0.445634201169014,2019-07-18 00:59:36.780077,2019-07-18 01:00:57.702185,4.680205094282717e-05,1.3182415706932434e-05,292
293,293,TrialState.COMPLETE,0.40368932485580444,2019-07-18 01:00:57.727581,2019-07-18 01:02:18.841621,0.0002031087443608302,5.907247448671452e-07,293
294,294,TrialState.COMPLETE,0.5475746393203735,2019-07-18 01:02:18.867067,2019-07-18 01:03:39.748733,0.0006864220695301991,3.204705458175386e-05,294
295,295,TrialState.COMPLETE,0.4719882607460022,2019-07-18 01:03:39.774326,2019-07-18 01:05:00.738471,9.384573946285912e-05,6.2298323110766675e-06,295
296,296,TrialState.COMPLETE,0.43399591743946075,2019-07-18 01:05:00.763955,2019-07-18 01:06:21.740448,0.0003847738811494449,3.05450592647086e-07,296
297,297,TrialState.COMPLETE,0.4108426868915558,2019-07-18 01:06:21.766005,2019-07-18 01:07:42.741066,0.00028036454138455986,2.0217756606722322e-05,297
298,298,TrialState.COMPLETE,0.43369776010513306,2019-07-18 01:07:42.766857,2019-07-18 01:09:04.013796,0.0004470080760915868,9.739589376871552e-06,298
299,299,TrialState.COMPLETE,0.42578287422657013,2019-07-18 01:09:04.039807,2019-07-18 01:10:24.937251,0.000566956286108198,2.948576147248249e-06,299
300,300,TrialState.COMPLETE,0.43292877078056335,2019-07-18 01:10:24.962958,2019-07-18 01:11:46.067305,0.000979317085271159,0.00024665173989504337,300
301,301,TrialState.COMPLETE,0.4070769250392914,2019-07-18 01:11:46.093559,2019-07-18 01:13:07.480008,1.486488868313387e-05,1.5508635207040583e-05,301
302,302,TrialState.COMPLETE,0.41756822168827057,2019-07-18 01:13:07.505699,2019-07-18 01:14:28.687235,2.8048101485608274e-05,8.384354284545425e-07,302
303,303,TrialState.COMPLETE,0.43764352798461914,2019-07-18 01:14:28.713545,2019-07-18 01:15:50.174412,6.023969132264947e-05,6.941103150126288e-05,303
304,304,TrialState.COMPLETE,0.42772065103054047,2019-07-18 01:15:50.200635,2019-07-18 01:17:10.759884,0.0001438477332609481,3.9941373991755346e-05,304
305,305,TrialState.COMPLETE,0.44319257140159607,2019-07-18 01:17:10.786211,2019-07-18 01:18:31.892232,7.249563590661633e-05,2.6626691707395513e-05,305
306,306,TrialState.COMPLETE,0.39393188059329987,2019-07-18 01:18:31.919269,2019-07-18 01:19:53.278708,5.162516418762705e-06,7.243466217108951e-06,306
307,307,TrialState.COMPLETE,0.4102937877178192,2019-07-18 01:19:53.305670,2019-07-18 01:21:14.384101,0.0003252766057787773,5.723813027618868e-06,307
308,308,TrialState.COMPLETE,0.4567294865846634,2019-07-18 01:21:14.410855,2019-07-18 01:22:35.454234,0.00011363946591937383,4.442785368027205e-06,308
309,309,TrialState.COMPLETE,0.42999444901943207,2019-07-18 01:22:35.481217,2019-07-18 01:23:56.291267,4.0783152271951835e-05,3.2779147105512975e-06,309
310,310,TrialState.COMPLETE,0.39943185448646545,2019-07-18 01:23:56.317759,2019-07-18 01:25:16.928102,0.00016627658478566963,1.5542032205307347e-06,310
311,311,TrialState.COMPLETE,0.43562451004981995,2019-07-18 01:25:16.955451,2019-07-18 01:26:38.317593,2.4314001203455156e-05,2.3301914683764364e-06,311
312,312,TrialState.COMPLETE,0.4886050969362259,2019-07-18 01:26:38.344685,2019-07-18 01:27:59.420096,0.0008342379357721213,0.00016242524192511585,312
313,313,TrialState.COMPLETE,0.6094221770763397,2019-07-18 01:27:59.447561,2019-07-18 01:29:20.637090,1.0374299157396508e-06,1.311443162571198e-07,313
314,314,TrialState.COMPLETE,0.44867582619190216,2019-07-18 01:29:20.664062,2019-07-18 01:30:41.689709,0.0005099486858880201,0.00012617254216122008,314
315,315,TrialState.COMPLETE,0.4189204275608063,2019-07-18 01:30:41.716935,2019-07-18 01:32:02.248307,6.761379748073178e-06,1.9118563819477696e-06,315
316,316,TrialState.COMPLETE,0.40718020498752594,2019-07-18 01:32:02.275677,2019-07-18 01:33:23.325947,0.00024332535659580667,1.2090816298239218e-05,316
317,317,TrialState.COMPLETE,0.4772337079048157,2019-07-18 01:33:23.353657,2019-07-18 01:34:44.291231,9.865407104733569e-06,1.2523822310779813e-06,317
318,318,TrialState.COMPLETE,0.4054149240255356,2019-07-18 01:34:44.318914,2019-07-18 01:36:05.178080,0.00020721191183419743,6.970824776515521e-07,318
319,319,TrialState.COMPLETE,0.46955089271068573,2019-07-18 01:36:05.205809,2019-07-18 01:37:26.179048,3.162061885735713e-05,1.6714316234926137e-05,319
320,320,TrialState.COMPLETE,0.4247525930404663,2019-07-18 01:37:26.206868,2019-07-18 01:38:47.078430,8.796813948929053e-05,9.158501691306802e-06,320
321,321,TrialState.COMPLETE,0.43047745525836945,2019-07-18 01:38:47.106758,2019-07-18 01:40:08.015258,4.8926604915281256e-05,2.1765497631601493e-05,321
322,322,TrialState.COMPLETE,0.37539879977703094,2019-07-18 01:40:08.043639,2019-07-18 01:41:28.938829,0.0001384823672279252,3.3710025325805296e-05,322
323,323,TrialState.COMPLETE,0.4494538754224777,2019-07-18 01:41:28.967128,2019-07-18 01:42:50.042599,6.422518789287047e-05,2.3336668006497537e-07,323
324,324,TrialState.COMPLETE,0.4103925973176956,2019-07-18 01:42:50.070959,2019-07-18 01:44:10.755544,3.790346939694166e-05,9.443411116448922e-05,324
325,325,TrialState.COMPLETE,0.4565877467393875,2019-07-18 01:44:10.783411,2019-07-18 01:45:31.943520,1.914228306170275e-05,9.129943525127323e-07,325
326,326,TrialState.COMPLETE,0.4364641457796097,2019-07-18 01:45:31.971601,2019-07-18 01:46:52.697533,0.0003976607474997061,0.0005554817226497079,326
327,327,TrialState.COMPLETE,0.3993780165910721,2019-07-18 01:46:52.725784,2019-07-18 01:48:13.832290,0.0001767737607527766,5.684890314989217e-05,327
328,328,TrialState.COMPLETE,0.46092838048934937,2019-07-18 01:48:13.860873,2019-07-18 01:49:34.790762,0.0002692769627791839,4.992409524152379e-06,328
329,329,TrialState.COMPLETE,0.42426133155822754,2019-07-18 01:49:34.819538,2019-07-18 01:50:55.697903,0.0001036912306323985,4.941770814253987e-07,329
330,330,TrialState.COMPLETE,0.42368295788764954,2019-07-18 01:50:55.726925,2019-07-18 01:52:17.006942,0.0005923179279204975,4.6502229268733226e-05,330
331,331,TrialState.COMPLETE,0.5564793646335602,2019-07-18 01:52:17.035943,2019-07-18 01:53:37.831824,4.2332864198090034e-06,0.0003053654711355187,331
332,332,TrialState.COMPLETE,0.4275214374065399,2019-07-18 01:53:37.860370,2019-07-18 01:54:59.068869,0.0004647694065379419,6.725010308827806e-06,332
333,333,TrialState.COMPLETE,0.45283493399620056,2019-07-18 01:54:59.098161,2019-07-18 01:56:20.629606,0.0007314560636708468,0.000187113040586826,333
334,334,TrialState.COMPLETE,0.5214157402515411,2019-07-18 01:56:20.658757,2019-07-18 01:57:41.867442,1.8506533710419106e-06,3.6589334972247175e-06,334
335,335,TrialState.COMPLETE,0.4307486116886139,2019-07-18 01:57:41.896417,2019-07-18 01:59:03.171979,8.448440432072093e-05,7.86838720188118e-05,335
