,number,state,value,datetime_start,datetime_complete,params,params,params,params,params,system_attrs
,,,,,,lambda1_dim1,lambda1_dim2,lambda2_dim1,lambda2_dim2,learning_rate,_number
13,13,TrialState.COMPLETE,0.48787732422351837,2019-08-13 18:24:13.648059,2019-08-13 18:25:45.114062,4.943913925428447e-06,0.0016536515020367723,0.6500000000000001,0.6500000000000001,6.976056280774837e-05,13
14,14,TrialState.COMPLETE,0.4088207930326462,2019-08-13 18:25:45.116323,2019-08-13 18:27:15.620056,3.54898502583362e-06,0.0013297937371895647,0.5,0.6000000000000001,4.650659975886953e-05,14
15,15,TrialState.COMPLETE,0.4197829067707062,2019-08-13 18:27:15.622608,2019-08-13 18:28:45.766057,2.5119824029701138e-05,0.001632135791771549,0.9500000000000001,0.9000000000000001,0.00019043455306717372,15
16,16,TrialState.COMPLETE,0.5207236707210541,2019-08-13 18:28:45.768637,2019-08-13 18:30:15.977310,1.9818321473159e-06,0.0006110881806037541,0.6000000000000001,0.8500000000000001,8.172221885921465e-06,16
17,17,TrialState.COMPLETE,0.4163185805082321,2019-08-13 18:30:15.980090,2019-08-13 18:31:46.116879,0.00756812641407987,4.656064844071437e-06,0.3,0.8500000000000001,0.0004239051248660698,17
18,18,TrialState.COMPLETE,0.43449392914772034,2019-08-13 18:31:46.119706,2019-08-13 18:33:15.973919,0.0026740140660123225,5.4930954844188096e-05,0.45,0.6000000000000001,0.0008016459071526002,18
19,19,TrialState.COMPLETE,0.4002705216407776,2019-08-13 18:33:15.976869,2019-08-13 18:34:46.888987,0.0025471432699822427,1.0019826342717875e-06,0.9000000000000001,0.8,0.00037775329333176853,19
20,20,TrialState.COMPLETE,0.3836554288864136,2019-08-13 18:34:46.892120,2019-08-13 18:36:16.920036,0.0014864930192284326,0.004072316433022103,0.9000000000000001,0.8500000000000001,0.00023660865136331333,20
21,21,TrialState.COMPLETE,0.43799684941768646,2019-08-13 18:36:16.923274,2019-08-13 18:37:47.239034,0.0005194932462393221,0.004235875370017646,0.9000000000000001,0.55,0.00010821765450451596,21
22,22,TrialState.COMPLETE,0.4810471832752228,2019-08-13 18:37:47.242456,2019-08-13 18:39:17.446521,5.620435703915925e-05,0.0038058256334448804,0.8500000000000001,0.8,2.5320526588372437e-05,22
23,23,TrialState.COMPLETE,0.4118512272834778,2019-08-13 18:39:17.450047,2019-08-13 18:40:47.455688,0.0019176093147285761,0.009464999167876919,0.6000000000000001,0.55,0.0002762381534734389,23
24,24,TrialState.COMPLETE,0.5626034438610077,2019-08-13 18:40:47.459394,2019-08-13 18:42:17.858056,1.4378525953383397e-05,0.0005986395715340928,0.8500000000000001,0.8,1.0143625887418872e-06,24
25,25,TrialState.COMPLETE,0.3961043804883957,2019-08-13 18:42:17.861946,2019-08-13 18:43:48.230538,0.0003755612453602212,0.002882830511744234,0.6000000000000001,1.0,9.228958488953058e-05,25
26,26,TrialState.COMPLETE,0.46788929402828217,2019-08-13 18:43:48.234491,2019-08-13 18:45:18.171259,0.0016694406621834065,0.0006061194155930172,0.8,0.4,3.638496864461428e-05,26
27,27,TrialState.COMPLETE,0.4260321706533432,2019-08-13 18:45:18.175404,2019-08-13 18:46:48.684880,0.00011266607223525205,0.009463413455022036,0.55,0.8,0.0001385875881812404,27
28,28,TrialState.COMPLETE,0.46113497018814087,2019-08-13 18:46:48.689156,2019-08-13 18:48:42.477967,4.746957323592142e-05,0.0010895308168130577,0.4,0.9500000000000001,5.629848486972633e-05,28
29,29,TrialState.COMPLETE,0.46586979925632477,2019-08-13 18:48:42.484653,2019-08-13 18:50:16.392058,0.0054746711347181684,0.0026553780461384215,0.7500000000000001,0.7500000000000001,1.0857521475968472e-05,29
